Query Acc.ver,Subject Acc.ver,Per. identity,Alignment Length,Mismatches,Gap Opens,Q. start,Q. end,S. start,S. end,E value,Bit Score
gene1884,CP054425.1,100,282,0,0,1,282,1547479,1547198,3.04E-143,521
gene1885,CP054425.1,100,312,0,0,1,312,1547787,1547476,7.19E-160,577
gene1886,CP054425.1,100,555,0,0,1,555,1547972,1548526,0,1026
gene1887,CP054425.1,100,1509,0,0,1,1509,1549157,1550665,0,2787
gene1888,CP054425.1,100,1440,0,0,1,1440,1552109,1550670,0,2660
gene1889,CP054425.1,100,1239,0,0,1,1239,1553334,1552096,0,2289
gene1890,CP054425.1,100,990,0,0,1,990,1554440,1553451,0,1829
gene1891,CP054425.1,100,117,0,0,1,117,1554650,1554534,5.36E-52,217
gene1892,CP054425.1,100,1353,0,0,1,1353,1554819,1556171,0,2499
gene1893,CP054425.1,100,678,0,0,1,678,1556147,1556824,0,1253
gene1894,CP054425.1,100,606,0,0,1,606,1557612,1557007,0,1120
gene1895,CP054425.1,100,1065,0,0,1,1065,1558712,1557648,0,1967
gene1896,CP054425.1,100,1242,0,0,1,1242,1559005,1560246,0,2294
gene1897,CP054425.1,100,285,0,0,1,285,1560701,1560417,6.62E-145,527
gene1898,CP054425.1,100,162,0,0,1,162,1560882,1561043,8.02E-77,300
gene1899,CP054425.1,100,2223,0,0,1,2223,1563429,1561207,0,4106
gene1900,CP054425.1,100,1290,0,0,1,1290,1565117,1563828,0,2383
gene1901,CP054425.1,100,831,0,0,1,831,1566059,1565229,0,1535
gene1902,CP054425.1,100,582,0,0,1,582,1566691,1566110,0,1075
gene1903,CP054425.1,100,1365,0,0,1,1365,1568182,1566818,0,2521
gene1904,CP054425.1,100,348,0,0,1,348,1568561,1568908,7.90E-180,643
gene1905,CP054425.1,100,828,0,0,1,828,1569877,1569050,0,1530
gene1906,CP054425.1,100,348,0,0,1,348,1570357,1570010,7.90E-180,643
gene1907,CP054425.1,100,1965,0,0,1,1965,1572327,1570363,0,3629
gene1908,CP054425.1,100,357,0,0,1,357,1572528,1572884,0,660
gene1909,CP054425.1,100,555,0,0,1,555,1573196,1573750,0,1026
gene1910,CP054425.1,100,1152,0,0,1,1152,1575235,1574084,0,2128
gene1911,CP054425.1,100,114,0,0,1,114,1575392,1575279,2.40E-50,211
gene1912,CP054425.1,100,1392,0,0,1,1392,1577000,1575609,0,2571
gene1913,CP054425.1,100,114,0,0,1,114,1577263,1577150,2.40E-50,211
gene1914,CP054425.1,100,447,0,0,1,447,1577580,1578026,0,826
gene1915,CP054425.1,100,1701,0,0,1,1701,1578088,1579788,0,3142
gene1916,CP054425.1,100,1458,0,0,1,1458,1581283,1579826,0,2693
gene1917,CP054425.1,100,2052,0,0,1,2052,1583680,1581629,0,3790
gene1918,CP054425.1,100,165,0,0,1,165,1584075,1583911,1.76E-78,305
gene1919,CP054425.1,100,171,0,0,1,171,1584497,1584327,8.52E-82,316
gene1920,CP054425.1,100,702,0,0,1,702,1584522,1585223,0,1297
gene1921,CP054425.1,100,1152,0,0,1,1152,1585500,1586651,0,2128
gene1922,CP054425.1,100,129,0,0,1,129,1586963,1586835,1.31E-58,239
gene1923,CP054425.1,100,1245,0,0,1,1245,1588525,1587281,0,2300
gene1924,CP054425.1,100,240,0,0,1,240,1588717,1588956,5.62E-120,444
gene1925,CP054425.1,100,324,0,0,1,324,1588943,1589266,1.60E-166,599
gene1926,CP054425.1,100,615,0,0,1,615,1590097,1589483,0,1136
gene1927,CP054425.1,100,360,0,0,1,360,1590604,1590245,0,665
gene1928,CP054425.1,100,426,0,0,1,426,1590782,1591207,0,787
gene1929,CP054425.1,100,1131,0,0,1,1131,1591884,1593014,0,2089
gene1930,CP054425.1,100,2232,0,0,1,2232,1596108,1593877,0,4122
gene1931,CP054425.1,100,621,0,0,1,621,1596745,1596125,0,1147
gene1932,CP054425.1,100,630,0,0,1,630,2361847,2362476,0,1164
gene1933,CP054425.1,100,1200,0,0,1,1200,2360466,2361665,0,2217
gene1934,CP054425.1,100,2238,0,0,1,2238,2358072,2360309,0,4133
gene1935,CP054425.1,100,219,0,0,1,219,2358119,2357901,2.38E-108,405
gene1936,CP054425.1,100,1266,0,0,1,1266,2357568,2356303,0,2338
gene1937,CP054425.1,100,765,0,0,1,765,2355384,2356148,0,1413
gene1938,CP054425.1,100,141,0,0,1,141,2355142,2355282,3.16E-65,261
gene1939,CP054425.1,100,1404,0,0,1,1404,2355054,2353651,0,2593
gene1940,CP054425.1,100,690,0,0,1,690,2353567,2352878,0,1275
gene1941,CP054425.1,100,1116,0,0,1,1116,2352674,2351559,0,2061
gene1942,CP054425.1,100,1371,0,0,1,1371,2349987,2351357,0,2532
gene1943,CP054425.1,100,1326,0,0,1,1326,2349762,2348437,0,2449
gene1944,CP054425.1,100,1254,0,0,1,1254,2347135,2348388,0,2316
gene1945,CP054425.1,100,933,0,0,1,933,2346109,2347041,0,1724
gene1946,CP054425.1,100,930,0,0,1,930,2345090,2346019,0,1718
gene1947,CP054425.1,100,684,0,0,1,684,2344410,2345093,0,1264
gene1948,CP054425.1,100,1392,0,0,1,1392,2342672,2344063,0,2571
gene1949,CP054425.1,100,2388,0,0,1,2388,2340255,2342642,0,4410
gene1950,CP054425.1,100,162,0,0,1,162,2340239,2340078,8.02E-77,300
gene1951,CP054425.1,100,783,0,0,1,783,2339074,2339856,0,1447
gene1952,CP054425.1,100,1020,0,0,1,1020,2337854,2338873,0,1884
gene1953,CP054425.1,100,1311,0,0,1,1311,2336430,2337740,0,2422
gene1954,CP054425.1,100,1155,0,0,1,1155,2335051,2336205,0,2134
gene1955,CP054425.1,100,1863,0,0,1,1863,2334840,2332978,0,3441
gene1956,CP054425.1,100,1557,0,0,1,1557,2332939,2331383,0,2876
gene1957,CP054425.1,100,1317,0,0,1,1317,2331215,2329899,0,2433
gene1958,CP054425.1,100,1080,0,0,1,1080,2329772,2328693,0,1995
gene1959,CP054425.1,100,1455,0,0,1,1455,2328556,2327102,0,2687
gene1960,CP054425.1,100,156,0,0,1,156,2326342,2326497,1.65E-73,289
gene1961,CP054425.1,100,117,0,0,1,117,2325895,2325779,5.36E-52,217
gene1962,CP054425.1,100,333,0,0,1,333,2325406,2325738,1.64E-171,616
gene1963,CP054425.1,100,810,0,0,1,810,2325396,2324587,0,1496
gene1964,CP054425.1,100,1449,0,0,1,1449,2324590,2323142,0,2676
gene1965,CP054425.1,100,1032,0,0,1,1032,2322129,2323160,0,1906
gene1966,CP054425.1,99.844,1284,2,0,1,1284,2321952,2320669,0,2361
gene1967,CP054425.1,100,792,0,0,1,792,2320528,2319737,0,1463
gene1968,CP054425.1,100,1284,0,0,1,1284,2319507,2318224,0,2372
gene1969,CP054425.1,100,768,0,0,1,768,2318222,2317455,0,1419
gene1970,CP054425.1,100,492,0,0,1,492,2316717,2317208,0,909
gene1971,CP054425.1,100,945,0,0,1,945,2315565,2316509,0,1746
gene1972,CP054425.1,100,1206,0,0,1,1206,2315458,2314253,0,2228
gene1973,CP054425.1,100,2901,0,0,1,2901,2313944,2311044,0,5358
gene1974,CP054425.1,100,309,0,0,1,309,2310893,2310585,3.31E-158,571
gene1975,CP054425.1,100,249,0,0,1,249,2310562,2310314,5.83E-125,460
gene1976,CP054425.1,100,1692,0,0,1,1692,2310246,2308555,0,3125
gene1977,CP054425.1,100,1134,0,0,1,1134,2308554,2307421,0,2095
gene1978,CP054425.1,100,1221,0,0,1,1221,2307345,2306125,0,2255
gene1980,CP054425.1,100,228,0,0,1,228,2305870,2305643,2.48E-113,422
gene1981,CP054425.1,100,894,0,0,1,894,2305613,2304720,0,1652
gene1982,CP054425.1,100,432,0,0,1,432,2304458,2304027,0,798
gene1983,CP054425.1,100,693,0,0,1,693,2304011,2303319,0,1280
gene1984,CP054425.1,100,147,0,0,1,147,2303233,2303087,1.54E-68,272
gene1985,CP054425.1,100,615,0,0,1,615,1039648,1040262,0,1136
gene1986,CP054425.1,100,909,0,0,1,909,1038626,1039534,0,1679
gene1987,CP054425.1,100,240,0,0,1,240,1038390,1038629,5.62E-120,444
gene1988,CP054425.1,100,1095,0,0,1,1095,1038437,1037343,0,2023
gene1989,CP054425.1,100,123,0,0,1,123,1037087,1036965,2.66E-55,228
gene1990,CP054425.1,100,930,0,0,1,930,1035593,1036522,0,1718
gene1991,CP054425.1,100,1518,0,0,1,1518,1033941,1035458,0,2804
gene1992,CP054425.1,100,1182,0,0,1,1182,1032638,1033819,0,2183
gene1993,CP054425.1,100,1128,0,0,1,1128,1031495,1032622,0,2084
gene1994,CP054425.1,100,1425,0,0,1,1425,1029994,1031418,0,2632
gene1995,CP054425.1,100,1086,0,0,1,1086,1028832,1029917,0,2006
gene1996,CP054425.1,100,1452,0,0,1,1452,1027315,1028766,0,2682
gene1997,CP054425.1,100,864,0,0,1,864,1026403,1027266,0,1596
gene1998,CP054425.1,100,1803,0,0,1,1803,1024565,1026367,0,3330
gene1999,CP054425.1,100,357,0,0,1,357,1024212,1024568,0,660
gene2000,CP054425.1,100,1080,0,0,1,1080,1023033,1024112,0,1995
gene2001,CP054425.1,100,522,0,0,1,522,1022512,1023033,0,965
gene2002,CP054425.1,100,2280,0,0,1,2280,1022179,1019900,0,4211
gene2003,CP054425.1,100,1200,0,0,1,1200,1019889,1018690,0,2217
gene2004,CP054425.1,100,309,0,0,1,309,1018249,1018557,3.31E-158,571
gene2005,CP054425.1,100,153,0,0,1,153,1017912,1018064,7.50E-72,283
gene2006,CP054425.1,100,132,0,0,1,132,1017691,1017560,2.91E-60,244
gene2007,CP054425.1,100,726,0,0,1,726,1017563,1016838,0,1341
gene2008,CP054425.1,100,939,0,0,1,939,1016672,1015734,0,1735
gene2009,CP054425.1,100,963,0,0,1,963,1014627,1015589,0,1779
gene2010,CP054425.1,100,1506,0,0,1,1506,1012941,1014446,0,2782
gene2011,CP054425.1,100,240,0,0,1,240,1012705,1012944,5.62E-120,444
gene2012,CP054425.1,100,564,0,0,1,564,1012689,1012126,0,1042
gene2013,CP054425.1,100,4137,0,0,1,4137,1012136,1008000,0,7640
gene2014,CP054425.1,100,993,0,0,1,993,1007997,1007005,0,1834
gene2015,CP054425.1,100,1683,0,0,1,1683,1005213,1006895,0,3109
gene2016,CP054425.1,100,1668,0,0,1,1668,1003455,1005122,0,3081
gene2017,CP054425.1,100,1002,0,0,1,1002,1002379,1003380,0,1851
gene2018,CP054425.1,100,843,0,0,1,843,1001540,1002382,0,1557
gene2019,CP054425.1,100,1200,0,0,1,1200,1000020,1001219,0,2217
gene2020,CP054425.1,100,1338,0,0,1,1338,998651,999988,0,2471
gene2021,CP054425.1,100,189,0,0,1,189,998530,998342,9.52E-92,350
gene2022,CP054425.1,100,726,0,0,1,726,997513,998238,0,1341
gene2023,CP054425.1,100,648,0,0,1,648,996797,997444,0,1197
gene2024,CP054425.1,100,795,0,0,1,795,995969,996763,0,1469
gene2025,CP054425.1,100,603,0,0,1,603,995367,995969,0,1114
gene2026,CP054425.1,100,1161,0,0,1,1161,994124,995284,0,2145
gene2027,CP054425.1,100,1398,0,0,1,1398,992730,994127,0,2582
gene2028,CP054425.1,100,1284,0,0,1,1284,991334,992617,0,2372
gene2029,CP054425.1,100,807,0,0,1,807,990821,990015,0,1491
gene2030,CP054425.1,100,1188,0,0,1,1188,1195666,1196853,0,2194
gene2031,CP054425.1,100,147,0,0,1,147,1197119,1197265,1.54E-68,272
gene2032,CP054425.1,100,891,0,0,1,891,1198192,1197302,0,1646
gene2033,CP054425.1,100,192,0,0,1,192,1198626,1198817,2.08E-93,355
gene2034,CP054425.1,100,768,0,0,1,768,1198820,1199587,0,1419
gene2035,CP054425.1,100,114,0,0,1,114,1199681,1199568,2.40E-50,211
gene2036,CP054425.1,100,1344,0,0,1,1344,1201078,1199735,0,2483
gene2037,CP054425.1,100,114,0,0,1,114,1202835,1202722,2.40E-50,211
gene2038,CP054425.1,100,954,0,0,1,954,1202992,1203945,0,1762
gene2039,CP054425.1,100,153,0,0,1,153,1204675,1204523,7.50E-72,283
gene2041,CP054425.1,100,201,0,0,1,201,1205340,1205540,2.19E-98,372
gene2042,CP054425.1,100,1194,0,0,1,1194,1206846,1205653,0,2206
gene2043,CP054425.1,100,117,0,0,1,117,1208887,1209003,5.36E-52,217
gene2044,CP054425.1,100,243,0,0,1,243,1209090,1209332,1.23E-121,449
gene2045,CP054425.1,100,471,0,0,1,471,1209882,1209412,0,870
gene2046,CP054425.1,100,1956,0,0,1,1956,1213833,1211878,0,3613
gene2047,CP054425.1,100,195,0,0,1,195,1214268,1214462,4.57E-95,361
gene2048,CP054425.1,100,141,0,0,1,141,1215870,1215730,3.16E-65,261
gene2049,CP054425.1,100,162,0,0,1,162,1216708,1216869,8.02E-77,300
gene2050,CP054425.1,100,252,0,0,1,252,1217272,1217021,1.27E-126,466
gene2051,CP054425.1,100,972,0,0,1,972,1220824,1219853,0,1796
gene2052,CP054425.1,100,861,0,0,1,861,1221845,1220985,0,1591
gene2053,CP054425.1,100,420,0,0,1,420,1222157,1222576,0,776
gene2054,CP054425.1,100,1296,0,0,1,1296,1223899,1222604,0,2394
gene2055,CP054425.1,100,846,0,0,1,846,1223968,1224813,0,1563
gene2056,CP054425.1,100,951,0,0,1,951,1224928,1225878,0,1757
gene2057,CP054425.1,100,873,0,0,1,873,1225947,1226819,0,1613
gene2058,CP054425.1,100,2964,0,0,1,2964,1226862,1229825,0,5474
gene2059,CP054425.1,100,780,0,0,1,780,1229987,1230766,0,1441
gene2060,CP054425.1,100,321,0,0,1,321,1231220,1230900,7.37E-165,593
gene2061,CP054425.1,100,1257,0,0,1,1257,1231261,1232517,0,2322
gene2062,CP054425.1,100,972,0,0,1,972,1232638,1233609,0,1796
gene2063,CP054425.1,100,567,0,0,1,567,1233630,1234196,0,1048
gene2064,CP054425.1,100,819,0,0,1,819,1234258,1235076,0,1513
gene2065,CP054425.1,100,555,0,0,1,555,1235093,1235647,0,1026
gene2066,CP054425.1,100,1044,0,0,1,1044,1235644,1236687,0,1929
gene2068,CP054425.1,100,132,0,0,1,132,1237265,1237396,2.91E-60,244
gene2069,CP054425.1,100,132,0,0,1,132,1237582,1237713,2.91E-60,244
gene2070,CP054425.1,100,309,0,0,1,309,1238082,1237774,3.31E-158,571
gene2071,CP054425.1,100,162,0,0,1,162,1238735,1238574,8.02E-77,300
gene2072,CP054425.1,100,129,0,0,1,129,1238878,1238750,1.31E-58,239
gene2073,CP054425.1,100,348,0,0,1,348,1239303,1238956,7.90E-180,643
gene2074,CP054425.1,100,285,0,0,1,285,1239475,1239759,6.62E-145,527
gene2075,CP054425.1,100,171,0,0,1,171,1240175,1240005,8.52E-82,316
gene2076,CP054425.1,100,1107,0,0,1,1107,1241725,1240619,0,2045
gene2077,CP054425.1,100,1059,0,0,1,1059,1089676,1088618,0,1956
gene2078,CP054425.1,100,438,0,0,1,438,1088452,1088015,0,809
gene2079,CP054425.1,100,978,0,0,1,978,1086998,1087975,0,1807
gene2080,CP054425.1,100,957,0,0,1,957,1086692,1085736,0,1768
gene2081,CP054425.1,100,954,0,0,1,954,1085620,1084667,0,1762
gene2082,CP054425.1,100,321,0,0,1,321,1084081,1084401,7.37E-165,593
gene2083,CP054425.1,100,810,0,0,1,810,1083272,1084081,0,1496
gene2084,CP054425.1,100,1554,0,0,1,1554,1083154,1081601,0,2870
gene2085,CP054425.1,100,996,0,0,1,996,1081511,1080516,0,1840
gene2086,CP054425.1,100,3678,0,0,1,3678,1076720,1080397,0,6793
gene2087,CP054425.1,100,1626,0,0,1,1626,1075034,1076659,0,3003
gene2088,CP054425.1,100,963,0,0,1,963,1073928,1072966,0,1779
gene2089,CP054425.1,100,1590,0,0,1,1590,1072662,1071073,0,2937
gene2090,CP054425.1,100,546,0,0,1,546,1071100,1070555,0,1009
gene2091,CP054425.1,100,180,0,0,1,180,1070266,1070445,9.02E-87,333
gene2092,CP054425.1,100,837,0,0,1,837,1069433,1070269,0,1546
gene2093,CP054425.1,100,876,0,0,1,876,1068445,1069320,0,1618
gene2094,CP054425.1,100,1344,0,0,1,1344,1066920,1068263,0,2483
gene2095,CP054425.1,100,1299,0,0,1,1299,1065196,1066494,0,2399
gene2096,CP054425.1,100,813,0,0,1,813,1064281,1065093,0,1502
gene2097,CP054425.1,99.911,1125,1,0,1,1125,1063943,1062819,0,2073
gene2098,CP054425.1,100,915,0,0,1,915,1061764,1062678,0,1690
gene2099,CP054425.1,100,1215,0,0,1,1215,1061537,1060323,0,2244
gene2100,CP054425.1,100,897,0,0,1,897,1060251,1059355,0,1657
gene2101,CP054425.1,100,1299,0,0,1,1299,1059142,1057844,0,2399
gene2102,CP054425.1,100,1236,0,0,1,1236,1057777,1056542,0,2283
gene2103,CP054425.1,100,1065,0,0,1,1065,1055394,1056458,0,1967
gene2104,CP054425.1,100,1722,0,0,1,1722,1053422,1055143,0,3181
gene2105,CP054425.1,100,1182,0,0,1,1182,1052244,1053425,0,2183
gene2106,CP054425.1,100,1146,0,0,1,1146,1051097,1052242,0,2117
gene2107,CP054425.1,100,1626,0,0,1,1626,1049312,1050937,0,3003
gene2108,CP054425.1,100,159,0,0,1,159,1049317,1049159,3.64E-75,294
gene2109,CP054425.1,100,3153,0,0,1,3153,1045909,1049061,0,5823
gene2110,CP054425.1,100,1347,0,0,1,1347,1044438,1045784,0,2488
gene2111,CP054425.1,100,675,0,0,1,675,548953,548279,0,1247
gene2112,CP054425.1,100,1263,0,0,1,1263,550221,548959,0,2333
gene2113,CP054425.1,100,267,0,0,1,267,550496,550230,6.23E-135,494
gene2114,CP054425.1,100,255,0,0,1,255,550868,550614,2.77E-128,472
gene2115,CP054425.1,100,159,0,0,1,159,551046,550888,3.64E-75,294
gene2116,CP054425.1,100,1425,0,0,1,1425,552467,551043,0,2632
gene2117,CP054425.1,100,729,0,0,1,729,553188,552460,0,1347
gene2118,CP054425.1,100,1596,0,0,1,1596,554955,553360,0,2948
gene2119,CP054425.1,100,129,0,0,1,129,555056,554928,1.31E-58,239
gene2120,CP054425.1,100,684,0,0,1,684,555911,555228,0,1264
gene2121,CP054425.1,100,708,0,0,1,708,556751,556044,0,1308
gene2122,CP054425.1,100,1353,0,0,1,1353,558120,556768,0,2499
gene2123,CP054425.1,100,276,0,0,1,276,558362,558637,6.43E-140,510
gene2124,CP054425.1,100,333,0,0,1,333,560136,559804,1.64E-171,616
gene2125,CP054425.1,100,417,0,0,1,417,560549,560133,0,771
gene2126,CP054425.1,100,798,0,0,1,798,560514,561311,0,1474
gene2127,CP054425.1,100,756,0,0,1,756,561341,562096,0,1397
gene2128,CP054425.1,100,114,0,0,1,114,562620,562733,2.40E-50,211
gene2129,CP054425.1,100,129,0,0,1,129,562888,562760,1.31E-58,239
gene2130,CP054425.1,100,1215,0,0,1,1215,563786,565000,0,2244
gene2131,CP054425.1,99.917,1200,1,0,1,1200,565009,566208,0,2211
gene2132,CP054425.1,100,1230,0,0,1,1230,566223,567452,0,2272
gene2133,CP054425.1,100,1368,0,0,1,1368,567832,569199,0,2527
gene2134,CP054425.1,100,117,0,0,1,117,569661,569545,5.35E-52,217
gene2135,CP054425.1,100,1161,0,0,1,1161,570772,569612,0,2145
gene2136,CP054425.1,100,657,0,0,1,657,571994,572650,0,1214
gene2137,CP054425.1,100,954,0,0,1,954,573625,572672,0,1762
gene2138,CP054425.1,100,117,0,0,1,117,573612,573728,5.35E-52,217
gene2139,CP054425.1,100,126,0,0,1,126,574161,574286,5.90E-57,233
gene2140,CP054425.1,100,1125,0,0,1,1125,574775,575899,0,2078
gene2141,CP054425.1,100,345,0,0,1,345,575911,576255,4.30E-178,638
gene2142,CP054425.1,100,450,0,0,1,450,576662,577111,0,832
gene2143,CP054425.1,100,729,0,0,1,729,577114,577842,0,1347
gene2144,CP054425.1,100,627,0,0,1,627,577839,578465,0,1158
gene2145,CP054425.1,100,2127,0,0,1,2127,579123,581249,0,3928
gene2146,CP054425.1,100,1176,0,0,1,1176,581276,582451,0,2172
gene2147,CP054425.1,100,4296,0,0,1,4296,588720,584425,0,7934
gene2148,CP054425.1,100,1488,0,0,1,1488,589069,590556,0,2748
gene2149,CP054425.1,100,777,0,0,1,777,590549,591325,0,1435
gene2150,CP054425.1,100,1200,0,0,1,1200,591551,592750,0,2217
gene2151,CP054425.1,100,666,0,0,1,666,501068,501733,0,1230
gene2152,CP054425.1,100,363,0,0,1,363,500637,500999,0,671
gene2153,CP054425.1,100,135,0,0,1,135,499515,499381,6.43E-62,250
gene2154,CP054425.1,100,123,0,0,1,123,498838,498960,2.65E-55,228
gene2155,CP054425.1,100,600,0,0,1,600,496705,497304,0,1109
gene2156,CP054425.1,100,453,0,0,1,453,496083,496535,0,837
gene2157,CP054425.1,100,648,0,0,1,648,496058,495411,0,1197
gene2158,CP054425.1,100,1209,0,0,1,1209,495033,493825,0,2233
gene2159,CP054425.1,100,1131,0,0,1,1131,492622,491492,0,2089
gene2160,CP054425.1,100,1656,0,0,1,1656,491213,489558,0,3059
gene2161,CP054425.1,100,1299,0,0,1,1299,488160,489458,0,2399
gene2162,CP054425.1,100,1371,0,0,1,1371,487820,486450,0,2532
gene2163,CP054425.1,100,744,0,0,1,744,485703,486446,0,1375
gene2164,CP054425.1,100,717,0,0,1,717,484983,485699,0,1325
gene2165,CP054425.1,100,783,0,0,1,783,483544,484326,0,1447
gene2166,CP054425.1,100,1113,0,0,1,1113,482111,483223,0,2056
gene2167,CP054425.1,100,522,0,0,1,522,481169,481690,0,965
gene2168,CP054425.1,100,276,0,0,1,276,481168,480893,6.41E-140,510
gene2169,CP054425.1,100,1731,0,0,1,1731,477909,479639,0,3197
gene2170,CP054425.1,100,114,0,0,1,114,477941,477828,2.40E-50,211
gene2171,CP054425.1,100,420,0,0,1,420,477192,477611,0,776
gene2172,CP054425.1,100,132,0,0,1,132,476558,476689,2.90E-60,244
gene2173,CP054425.1,100,201,0,0,1,201,476517,476317,2.18E-98,372
gene2174,CP054425.1,100,1284,0,0,1,1284,476341,475058,0,2372
gene2175,CP054425.1,100,2136,0,0,1,2136,474780,472645,0,3945
gene2176,CP054425.1,100,1023,0,0,1,1023,471518,472540,0,1890
gene2177,CP054425.1,100,897,0,0,1,897,470565,471461,0,1657
gene2178,CP054425.1,100,267,0,0,1,267,469843,470109,6.22E-135,494
gene2179,CP054425.1,100,1824,0,0,1,1824,469669,467846,0,3369
gene2180,CP054425.1,100,126,0,0,1,126,467414,467539,5.90E-57,233
gene2181,CP054425.1,100,1188,0,0,1,1188,627576,628763,0,2194
gene2182,CP054425.1,100,1659,0,0,1,1659,626487,624829,0,3064
gene2183,CP054425.1,100,906,0,0,1,906,624506,623601,0,1674
gene2184,CP054425.1,100,495,0,0,1,495,623012,623506,0,915
gene2185,CP054425.1,100,1413,0,0,1,1413,621399,622811,0,2610
gene2186,CP054425.1,100,876,0,0,1,876,620415,621290,0,1618
gene2187,CP054425.1,100,600,0,0,1,600,619764,620363,0,1109
gene2188,CP054425.1,100,2094,0,0,1,2094,617576,619669,0,3868
gene2189,CP054425.1,100,564,0,0,1,564,617016,617579,0,1042
gene2190,CP054425.1,100,1167,0,0,1,1167,615863,617029,0,2156
gene2191,CP054425.1,100,1491,0,0,1,1491,614282,615772,0,2754
gene2192,CP054425.1,100,1674,0,0,1,1674,612586,614259,0,3092
gene2193,CP054425.1,100,840,0,0,1,840,611750,612589,0,1552
gene2194,CP054425.1,100,1230,0,0,1,1230,610296,611525,0,2272
gene2195,CP054425.1,100,1587,0,0,1,1587,608716,610302,0,2931
gene2196,CP054425.1,100,927,0,0,1,927,608535,607609,0,1712
gene2197,CP054425.1,100,1152,0,0,1,1152,606398,607549,0,2128
gene2198,CP054425.1,100,1287,0,0,1,1287,605941,604655,0,2377
gene2202,CP054425.1,100,1014,0,0,1,1014,602701,603714,0,1873
gene2203,CP054425.1,100,39,0,0,1,39,602414,602376,1.35E-07,73.1
gene2205,CP054425.1,100,348,0,0,1,348,600916,600569,7.88E-180,643
gene2206,CP054425.1,100,249,0,0,1,249,600556,600308,5.82E-125,460
gene2207,CP054425.1,100,156,0,0,1,156,600266,600111,1.65E-73,289
gene2208,CP054425.1,100,1212,0,0,1,1212,600114,598903,0,2239
gene2209,CP054425.1,100,450,0,0,1,450,598906,598457,0,832
gene2210,CP054425.1,100,870,0,0,1,870,598385,597516,0,1607
gene2211,CP054425.1,100,408,0,0,1,408,597392,596985,0,754
gene2212,CP054425.1,100,321,0,0,1,321,596919,596599,7.35E-165,593
gene2213,CP054425.1,100,309,0,0,1,309,518540,518232,3.30E-158,571
gene2214,CP054425.1,100,540,0,0,1,540,519087,519626,0,998
gene2215,CP054425.1,100,1749,0,0,1,1749,519683,521431,0,3230
gene2216,CP054425.1,100,366,0,0,1,366,524973,525338,0,676
gene2217,CP054425.1,100,1056,0,0,1,1056,526692,525637,0,1951
gene2218,CP054425.1,100,150,0,0,1,150,527591,527442,3.39E-70,278
gene2219,CP054425.1,100,246,0,0,1,246,527846,528091,2.67E-123,455
gene2220,CP054425.1,100,129,0,0,1,129,528190,528062,1.31E-58,239
gene2221,CP054425.1,100,1287,0,0,1,1287,528722,530008,0,2377
gene2222,CP054425.1,100,177,0,0,1,177,530307,530131,4.10E-85,327
gene2223,CP054425.1,100,603,0,0,1,603,530900,530298,0,1114
gene2224,CP054425.1,100,123,0,0,1,123,531171,531293,2.65E-55,228
gene2225,CP054425.1,100,1812,0,0,1,1812,533091,531280,0,3347
gene2226,CP054425.1,100,123,0,0,1,123,533287,533165,2.65E-55,228
gene2227,CP054425.1,100,2658,0,0,1,2658,535941,533284,0,4909
gene2228,CP054425.1,100,732,0,0,1,732,536735,536004,0,1352
gene2229,CP054425.1,100,1311,0,0,1,1311,538032,536722,0,2422
gene2230,CP054425.1,100,1437,0,0,1,1437,539545,538109,0,2654
gene2231,CP054425.1,100,441,0,0,1,441,539985,539545,0,815
gene2232,CP054425.1,100,120,0,0,1,120,540537,540656,1.19E-53,222
gene2233,CP054425.1,100,399,0,0,1,399,541680,541282,0,737
gene2234,CP054425.1,100,876,0,0,1,876,542609,541734,0,1618
gene2235,CP054425.1,100,783,0,0,1,783,543443,542661,0,1447
gene2236,CP054425.1,100,627,0,0,1,627,544066,543440,0,1158
gene2237,CP054425.1,100,828,0,0,1,828,545026,544199,0,1530
gene2238,CP054425.1,100,612,0,0,1,612,545644,545033,0,1131
gene2239,CP054425.1,100,1050,0,0,1,1050,546778,545729,0,1940
gene2240,CP054425.1,100,168,0,0,1,168,40734,40567,3.88E-80,311
gene2241,CP054425.1,100,762,0,0,1,762,2527066,2527827,0,1408
gene2242,CP114053.1,100,1140,0,0,1,1140,2492756,2491617,0,2106
gene2243,CP054425.1,100,147,0,0,1,147,2529135,2529281,1.54E-68,272
gene2244,CP054425.1,100,1836,0,0,1,1836,2531410,2529575,0,3391
gene2245,CP054425.1,100,867,0,0,1,867,2533677,2532811,0,1602
gene2246,CP054425.1,100,930,0,0,1,930,2534625,2533696,0,1718
gene2247,CP054425.1,100,1290,0,0,1,1290,2535936,2534647,0,2383
gene2248,CP054425.1,100,1209,0,0,1,1209,2536109,2537317,0,2233
gene2249,CP054425.1,100,2307,0,0,1,2307,2539788,2537482,0,4261
gene2250,CP054425.1,100,117,0,0,1,117,2539775,2539891,5.36E-52,217
gene2251,CP054425.1,100,450,0,0,1,450,2540354,2539905,0,832
gene2252,CP054425.1,100,2073,0,0,1,2073,2540488,2542560,0,3829
gene2253,CP054425.1,100,759,0,0,1,759,2543512,2542754,0,1402
gene2254,CP054425.1,100,867,0,0,1,867,2544497,2543631,0,1602
gene2255,CP054425.1,100,183,0,0,1,183,2545112,2544930,1.98E-88,339
gene2256,CP054425.1,100,459,0,0,1,459,2546116,2545658,0,848
